"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","PHAGI","2019-01-04T16:33:44.06"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","CHAKSU","2019-01-04T16:43:31.16"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING
","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JAIPUR","CHAKSU","2019-01-04T16:43:57.65"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","CHAKSU","2019-01-04T16:46:32.793"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","JAIPUR","SHAHPURA","2019-01-04T16:50:11.353"
"NA","AGRICULTURE","Others","Others","Market Information","TELL ME ABOUT  Mandi BHAW  ?","01/01/2019Mandi  : NagaurCommodity : Isabgul (Psyllium)(Modal Price): 8000/Quintal","RAJASTHAN","JAIPUR","SAMBHAR","2019-01-04T17:06:25.06"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","JAMWA RAMGARH","2019-01-04T17:07:04.903"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT THE WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY.","RAJASTHAN","JAIPUR","SAMBHAR","2019-01-04T17:20:13.183"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","SAMBHAR","2019-01-04T17:26:51.68"
"NA","AGRICULTURE","Others","Others","Weather","
TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","KOTPUTLI","2019-01-04T17:31:41.407"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING
","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JAIPUR","KOTPUTLI","2019-01-04T17:34:25.367"
"NA","AGRICULTURE","Others","Others","Weather","MISSED CALL","MISSED CALL","RAJASTHAN","JAIPUR","KOTPUTLI","2019-01-04T17:34:55.317"
"NA","AGRICULTURE","Oilseeds","Mustard","	Plant Protection	","TELL ME DISEASE CONTROL IN MUSTARD ?","SPRAY OF RIDOMIL MZ(METALEXYL+MENCOZEB) 2 GM PER LITER WATER 
","RAJASTHAN","JAIPUR","KOTPUTLI","2019-01-04T17:37:01.103"
"NA","AGRICULTURE","Others","Others","Soil Testing","TELL ME ABOUT TAKING SOIL SAMPLE ?","DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL 
","RAJASTHAN","JAIPUR","GOVINDGARH","2019-01-04T17:39:55.03"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME TERMIET CONTROL IN  WHEAT","USE IMIDACHLOPRID 17.8% SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE 
","RAJASTHAN","JAIPUR","DUDU","2019-01-04T17:44:19.563"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","GOVINDGARH","2019-01-04T18:09:50.28"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN WHEAT ?
","  USE CHLOROPYRIFOS 20% EC 4 LITER PER HA WITH IRRIGATION   
","RAJASTHAN","JAIPUR","KOTPUTLI","2019-01-04T18:10:13.007"
"NA","AGRICULTURE","Others","Others","Weather","BLANK CALL","BLANK CALL","RAJASTHAN","JAIPUR","0   ","2019-01-04T18:12:46.22"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","AMBER","2019-01-04T18:36:23.97"
"NA","HORTICULTURE","Fruits","Pomegranate","Government Schemes","TELL ME SUBSIDY ON POMEGRANATE ORCHARD WITH DRIP SYSTEM ?","SUBSIDY ON POMEGRANATE ORCHARD WITH DRIP SYSTEM = 40% OF TOTAL COST OR 60,000 MAXIMUM PER HECTER 
","RAJASTHAN","JAIPUR","BASSI","2019-01-04T18:36:51.287"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","DUDU","2019-01-04T19:01:11.923"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","SAMBHAR","2019-01-04T19:01:22.207"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME ROOT ROT CONTROL IN WHEAT","USE CARBENDAZIM 250 GM/ BHEEGA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","JAIPUR","SANGANER","2019-01-04T19:10:29.383"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","JAMWA RAMGARH","2019-01-04T19:13:46.527"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","PHAGI","2019-01-04T19:28:57.83"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","0   ","2019-01-04T19:30:22.883"
"NA","AGRICULTURE","Fodder Crops","rajka bajri.","	Plant Protection	","TELL ME ABOUT TARMIT CONTROL IN RIJKA ?","USE IMIDACHLOPRID 17.8% SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE 
","RAJASTHAN","JAIPUR","SANGANER","2019-01-04T19:41:28.953"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT IN WHEAT  ?
","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","JAIPUR","AMBER","2019-01-04T19:42:44.053"
"NA","AGRICULTURE","Others","0","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","GOVINDGARH","2019-01-04T19:42:54.41"
"NA","AGRICULTURE","Others","Others","Weather","BLANK CALL","BLANK CALL","RAJASTHAN","JAIPUR","0   ","2019-01-04T19:51:31.653"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","0   ","2019-01-04T19:54:29.373"
"NA","AGRICULTURE","Others","Others","Weather","MISSED CALL","MISSED CALL","RAJASTHAN","JAIPUR","0   ","2019-01-04T19:59:29.833"
"NA","AGRICULTURE","Others","Others","Weather","MISSED CALL","MISSED CALL","RAJASTHAN","JAIPUR","0   ","2019-01-04T20:05:59.31"
"NA","AGRICULTURE","Others","Others","Weather","
TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","0   ","2019-01-04T20:07:52.973"
"NA","AGRICULTURE","Others","Others","Weather","
","","RAJASTHAN","JAIPUR","0   ","2019-01-04T20:18:21.743"
"NA","AGRICULTURE","Others","Others","Weather","BLANK CALL","BLANK CALL","RAJASTHAN","JAIPUR","0   ","2019-01-04T20:24:56.117"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","PHAGI","2019-01-04T21:11:11.233"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","CHAKSU","2019-01-04T21:31:54.39"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","PHAGI","2019-01-04T21:33:59.143"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JAIPUR","SANGANER","2019-01-05T07:46:58.973"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","BASSI","2019-01-05T08:08:36.353"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","SHAHPURA","2019-01-05T08:14:33.897"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JAIPUR","BASSI","2019-01-05T08:16:37.793"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","BASSI","2019-01-05T08:20:25.01"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","DUDU","2019-01-05T08:28:26.513"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","BASSI","2019-01-05T08:29:16.513"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","SAMBHAR","2019-01-05T08:57:24.087"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT IN WHEAT ?","ZINK SULPHATE DOSE FOR WHEAT - 20-25 KG/HA ON SOIL TESTING BASE
","RAJASTHAN","JAIPUR","KOTPUTLI","2019-01-05T09:28:22.48"
"NA","AGRICULTURE","Cereals","Barley (Jau)","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","JAIPUR","GOVINDGARH","2019-01-05T09:33:32.737"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JAIPUR","DUDU","2019-01-05T10:02:57.703"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","GOVINDGARH","2019-01-05T10:04:28.2"
