"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"NA","AGRICULTURE","Sugar and Starch Crops","Sugar Beet","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER 
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-19T18:21:41.873"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-19T18:33:36.863"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","BIKANER","NOKHA","2019-01-19T18:40:13.143"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","BIKANER","NOKHA","2019-01-19T18:44:09.703"
"NA","HORTICULTURE","Fruits","Pomegranate","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY OF BOREX 4 GM PER LITER WATER 
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-19T18:46:57.703"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME DISEASE CONTROL IN GRAM ?
","DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-19T18:52:00.507"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","BIKANER","BIKANER","2019-01-19T19:02:14.637"
"NA","AGRICULTURE","Fodder Crops","Guar","Market Information","TELL ME ABOUT MARKET INFORMATION","BIKANER MANDI KA GWAR KA BHAW 4128/quientel ","RAJASTHAN","BIKANER","Khajuwala","2019-01-19T19:06:30.703"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","BIKANER","BIKANER","2019-01-19T19:17:45.517"
"NA","HORTICULTURE","Condiments and Spices","Cumin","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","BIKANER","NOKHA","2019-01-19T19:41:40.72"
"NA","HORTICULTURE","Condiments and Spices","Cumin","Nutrient Management","TELL ME MICRO NUTRIENT MANAGEMENT  IN CUMIN ?","SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER 
","RAJASTHAN","BIKANER","NOKHA","2019-01-19T19:49:59.77"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-19T19:59:19.633"
"NA","AGRICULTURE","Others","Others","	Plant Protection	","FOR CALLING KISAAN CALL CENTER
","THANX FOR CALLING KISAAN CALL CENTER
","RAJASTHAN","BIKANER","BIKANER","2019-01-19T20:02:48.35"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-19T21:13:51.797"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","LIGHT RAIN POSSIBILITY IN NEXT 2-3 DAYS AND CLOUDY SKY 
","RAJASTHAN","BIKANER","Khajuwala","2019-01-19T21:20:24.157"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","LIGHT RAIN POSSIBILITY IN NEXT 2-3 DAYS AND CLOUDY SKY 
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-19T21:46:56.273"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T08:17:49.36"
"NA","HORTICULTURE","Condiments and Spices","Fenugreek","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","BIKANER","NOKHA","2019-01-20T08:30:15.52"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER ","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T08:44:06.203"
"NA","HORTICULTURE","Vegetables","Onion","Nutrient Management","TELL ME NUTRIENT MANAGEMENT IN ONION ?
","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","BIKANER","NOKHA","2019-01-20T08:49:38.817"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?"," MAY BE RAIN POSSIBILITY IN NEXT 2-3 DAYS & CLOUDY SKY 
","RAJASTHAN","BIKANER","NOKHA","2019-01-20T08:51:09.483"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING
","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T09:23:31.687"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","LIGHT RAIN POSSIBILITY IN NEXT 2-3 DAYS AND CLOUDY SKY 
","RAJASTHAN","BIKANER","NOKHA","2019-01-20T09:52:46.92"
"NA","AGRICULTURE","Others","Others","	Plant Protection	","TELL ME DISEASE CONTROL IN ISBGOL   ?","DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T10:07:08.15"
"NA","AGRICULTURE","Others","Others","Soil Testing","TELL ME ABOUT TAKING SOIL SAMPLE ?","DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL 
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T10:25:18.373"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ANIMAL HUSBANDRY  CONTACT NUMBER 
","CONTACT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T10:36:36.987"
"NA","AGRICULTURE","Oilseeds","Mustard","	Plant Protection	","TELL ME TREATMENT IN MUSTARD TO PROTECT FROM FROST
","SPRAY OF WETTEBLE SULPHUR 80% WDG 2 GM PER LITER WATER 
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T10:45:11.063"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T12:08:46.423"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME DISEASE CONTROL IN WHEAT ?
","SPRAY  OF PROPICONAZOLE 1 ML PER LITER WATER 
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T12:12:44.33"
"NA","HORTICULTURE","Vegetables","Cucumber","	Plant Protection	","TELL ME ABOUT DISEASE CONTROL IN CUCUMBER ?","USE HEXACONAZOLE 5% EC 1 LITER PER HA WITH IRRIGATION 

","RAJASTHAN","BIKANER","BIKANER","2019-01-20T12:16:51.093"
"NA","AGRICULTURE","Pulses","Lentil (Masur)","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN   LENTIL ?","SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER  
","RAJASTHAN","BIKANER","BIKANER","2019-01-20T12:21:34.783"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T14:01:31.04"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","LIGHT RAIN MAY BE IN NEXT 2-3 DAYS 
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T14:09:59.437"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T14:10:13.913"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T14:10:42.663"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","RAIN POSSIBILITY IN NEXT 5 DAY
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T14:10:54.677"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T14:13:45.64"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T14:31:29.33"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","BIKANER","BIKANER","2019-01-20T14:51:29.957"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","LIGHT RAIN POSSIBILITY IN NEXT 2-3 DAYS AND CLOUDY SKY 
","RAJASTHAN","BIKANER","BIKANER","2019-01-20T15:03:11.593"
"NA","HORTICULTURE","Condiments and Spices","Fenugreek","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN METHI ?","SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER 
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T15:07:03.273"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","BIKANER","BIKANER","2019-01-20T15:44:08.84"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME ABOUT SUBSIDY ON GREEN HOUSE ?","SUBSIDY ON GREEN HOUSE= 50% OF TOTAL COST,MAXIMUM 4000 Sq M AREA
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T15:44:28.667"
"NA","AGRICULTURE","Others","0","Weather","TELL ME ABOUT WEATHER INFORMATION ?","LIGHT RAIN MAY BE IN NEXT 2-3 DAYS 
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-20T15:59:14.607"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY 
","RAJASTHAN","BIKANER","Khajuwala","2019-01-20T16:42:33.253"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T17:20:07.4"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Nutrient Management","TELL ME ROOT ROT CONTROL IN GRAM","USE CARBENDAZIM 250 GM/ BHEEGA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T17:26:58.123"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T17:33:36.977"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","LIGHT RAIN MAY BE IN NEXT 2-3 DAYS 
","RAJASTHAN","BIKANER","BIKANER","2019-01-20T17:34:44.12"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME DISEASE CONTROL IN GRAM  ?
","DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T17:36:31.48"
"NA","HORTICULTURE","Condiments and Spices","Fenugreek","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","BIKANER","BIKANER","2019-01-20T17:38:52.693"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","BIKANER","Khajuwala","2019-01-20T17:50:11.71"
"NA","HORTICULTURE","Condiments and Spices","Cumin","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","BIKANER","BIKANER","2019-01-20T18:00:23.15"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","RAIN POSSIBILITY IN NEXT 2-3 DAYS AND CLOUDY SKY
","RAJASTHAN","BIKANER","NOKHA","2019-01-20T18:10:22.963"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","BIKANER","BIKANER","2019-01-20T18:11:21.043"
"NA","HORTICULTURE","Condiments and Spices","Cumin","Nutrient Management","TELL ME ABOUT THE NUTRIENT MANAGEMENT IN CUMIN ?","Broadcasting  35 kg urea in the standing crop of cumin.","RAJASTHAN","BIKANER","BIKANER","2019-01-20T18:20:16.913"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT IN WHEAT  ?
","SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER 
","RAJASTHAN","BIKANER","BIKANER","2019-01-20T18:26:00.523"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME MICRO NUTRIENT MANAGEMENT  ?","SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER 
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-20T18:41:52.56"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","LIGHT RAIN MAY BE IN NEXT 2-3 DAYS 
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-20T18:52:54.123"
"NA","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-20T18:53:59.13"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","LIGHT RAIN MAY BE IN NEXT 3-4 DAYS 
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-20T19:25:17.51"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME ROOT ROT CONTROL IN GRAM ?","USE CARBENDAZIM 250 GM/ BHEEGA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-20T19:39:33.483"
"NA","AGRICULTURE","Others","0","Weather","
TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T20:23:21.58"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME DISEASE CONTROL IN  GRAM ?","DRENCHING 50 % OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-20T20:37:48.99"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
","RAJASTHAN","BIKANER","NOKHA","2019-01-20T20:40:53.51"
"NA","AGRICULTURE","Others","Others","Weather","FOR CALLING KISAAN CALL CENTER
","THANX FOR CALLING KISAAN CALL CENTER
","RAJASTHAN","BIKANER","NOKHA","2019-01-20T20:45:02.223"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","LIGHT RAIN MAY BE IN NEXT 2-3 DAYS 
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-20T20:57:37.48"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY","RAJASTHAN","BIKANER","BIKANER","2019-01-21T08:29:14.24"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-21T09:05:19.183"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Nutrient Management","TELL ME NUTRIENT MANAGEMENT IN GRAM  ?","SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER 
","RAJASTHAN","BIKANER","SRI DUNGARGARH","2019-01-21T09:58:14.73"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
"," RAIN MAY BE AFTER 2-3 DAYS 
","RAJASTHAN","BIKANER","BIKANER","2019-01-21T10:28:39.01"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","LIGHT RAIN MAY BE IN NEXT 2-3 DAYS 
","RAJASTHAN","BIKANER","BIKANER","2019-01-21T10:30:52.75"
"NA","HORTICULTURE","Condiments and Spices","Cumin","	Plant Protection	","TELL ME TREATMENT IN CUMIN TO PROTECT FROM FROST
","SPRAY OF WETTEBLE SULPHUR 80% WDG 2 GM PER LITER WATER 
","RAJASTHAN","BIKANER","NOKHA","2019-01-21T10:33:05.087"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","RAIN POSSIBILITY IN NEXT 5 DAY
","RAJASTHAN","BIKANER","KOLAYAT","2019-01-21T10:47:09.64"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME ROOT ROT CONTROL IN GRAM ?
","USE CARBENDAZIM 250 GM/ BHEEGA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-21T10:47:52.103"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN GRAM ?
","SPRAY OF COPPER OXICHLORIDE 45 GM + STREPTOCYCLIN 2 GM PER 15 LITER WATER 
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-21T10:54:57.1"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY SOLUBLE NPK 18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","BIKANER","LUNKARANSAR","2019-01-21T11:03:56.217"
