"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"NA","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Varieties","
TELL ME VARIETY OF COTTON
","NA","RAJASTHAN","CHITTAURGARH","PRATAPGARH","2019-05-15T17:24:19.403"
"NA","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Seeds","TELL ME  VARIETY OF COTTON ?
","NA","RAJASTHAN","CHITTAURGARH","BHOPALSAGAR","2019-05-15T17:34:43.253"
"NA","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Seeds","TELL ME  VARIETY OF COTTON
","NA","RAJASTHAN","CHITTAURGARH","NIMBAHERA","2019-05-15T18:26:47.61"
"NA","AGRICULTURE","Others","Others","Market Information","TELL ME CONTACT NUMBER OF RAJFED ?
","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-15T18:31:28.397"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME RAJFEED  UDAIPUR CONTACT NO ","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-15T18:35:57.17"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-15T18:56:20.91"
"NA","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Animal Breeding","TELL ME ANIMAL HUSBANDRY  CONTACT NUMBER ","NA","RAJASTHAN","CHITTAURGARH","NIMBAHERA","2019-05-15T19:01:19.45"
"NA","HORTICULTURE","Vegetables","Chillies","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN CHILLI?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-15T19:06:33.48"
"NA","HORTICULTURE","Vegetables","Chillies","	Plant Protection	","TELL ME NUTRIENT MANAGEMENT  ?
","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-15T19:07:03.107"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-15T19:33:23.637"
"NA","AGRICULTURE","Others","0","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","BHOPALSAGAR","2019-05-15T19:48:50.117"
"NA","HORTICULTURE","Vegetables","Chillies","Seeds and Planting Material","Tell me about of Chillies cultivation ?","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-16T07:39:12.437"
"NA","HORTICULTURE","Flowers","Rose","Fertilizer Use and Availability","Tell me nutrient management in gladiolus","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-16T08:07:11.78"
"NA","AGRICULTURE","Others","Others","Market Information","TELL ME ABOUT OF MANDI RATE ?","NA","RAJASTHAN","CHITTAURGARH","DUNGLA","2019-05-16T08:07:39.89"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-16T08:33:57.787"
"NA","AGRICULTURE","Sugar and Starch Crops","Sugarcane (Noble Cane)","Cultural Practices","tell me about soing time of sugarcane ","NA","RAJASTHAN","CHITTAURGARH","BARI SADRI","2019-05-16T11:02:37.287"
"NA","HORTICULTURE","Fruits","Citrus","	Plant Protection	","TELL ME   ABOUT   INSECT CONTROL IN     CITRUS   ?","NA","RAJASTHAN","CHITTAURGARH","NIMBAHERA","2019-05-16T11:29:50.747"
"NA","AGRICULTURE","Oilseeds","Groundnut (pea nut/mung phalli)","Varieties","TELL ME VARIETIES  OF GROUNDNUT ?","NA","RAJASTHAN","CHITTAURGARH","DUNGLA","2019-05-16T14:09:13.337"
"NA","FISHERIES","Inland","Fresh Water","Fish Fingerling Production","TELL ME ABOUT ontect no of Fisheries Department Rajasthan ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-16T14:21:23.597"
"NA","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Varieties","TELL ME  VARIETY OF COTTON ?
","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-16T14:55:31.103"
"NA","HORTICULTURE","Fruits","Guava","Nutrient Management","TELL ME CONTROL OF FLOWER DROPING 
","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-16T15:29:03.057"
"NA","AGRICULTURE","Others","Others","Market Information","TELL ME ABOUT REAL TIME PRICE OF WHEAT ?","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-16T15:34:05.887"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT THE WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","ARNOD","2019-05-16T15:42:59.63"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME SUBCIDY ON WIRE FENCING ?","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-16T16:18:08.6"
"NA","AGRICULTURE","Millets","Sorghum (Jowar/Great Millet)","Varieties","TELL  ME  VARIETY OF FODDER SORGHUM  ?","NA","RAJASTHAN","CHITTAURGARH","0   ","2019-05-16T17:03:58.3"
"NA","HORTICULTURE","Vegetables","Cucumber","Seeds and Planting Material","TELL ME VARIETY OF CUCUMBER ?
","NA","RAJASTHAN","CHITTAURGARH","CHHOTI SADRI","2019-05-16T17:12:04.81"
"NA","HORTICULTURE","Vegetables","Watermelon","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN WATERMELON ?
","NA","RAJASTHAN","CHITTAURGARH","BHOPALSAGAR","2019-05-16T17:15:54.257"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NA","RAJASTHAN","CHITTAURGARH","GANGRAR","2019-05-16T18:54:43.37"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","GANGRAR","2019-05-16T20:08:39.65"
"NA","AGRICULTURE","Others","Others","Weather","BLANK CALL","NA","RAJASTHAN","CHITTAURGARH","BHOPALSAGAR","2019-05-16T21:07:41.87"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT NOT VOICE","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-16T21:28:01.943"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-16T21:42:31.013"
"NA","AGRICULTURE","Oilseeds","Castor (Rehri, Rendi, Arandi) ","Varieties","TELL ME VARIETY OF CASTOR","NA","RAJASTHAN","CHITTAURGARH","CHHOTI SADRI","2019-05-17T09:12:06.693"
"NA","HORTICULTURE","Fruits","Citrus","	Plant Protection	","TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN CITRUS  ? ","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-17T09:25:39.027"
"NA","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Varieties","TELL ME ABOUT VARIETY OF BT COTTON ?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-17T11:17:25.413"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-17T11:23:31.657"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NA","RAJASTHAN","CHITTAURGARH","NIMBAHERA","2019-05-17T12:48:19.063"
"NA","AGRICULTURE","Oilseeds","Groundnut (pea nut/mung phalli)","Varieties","TELL ME VAREITY OF GROUNDNUT ?","NA","RAJASTHAN","CHITTAURGARH","0   ","2019-05-17T13:49:39.547"
"NA","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Varieties","TELL ME ABOUT VARIETY OF BT COTTON ","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-17T14:01:52.27"
"NA","HORTICULTURE","Vegetables","Chillies","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-17T16:40:19.17"
"NA","AGRICULTURE","Others","Others","Weather","LIGHT RAIN POSSIBILITY IN NEXT 2-3 DAYS AND CLOUDY SKY 
","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-17T18:27:32.317"
"KHARIF","HORTICULTURE","Fruits","Papaya","Soil Testing","TELL ME ABOUT TAKING SOIL SAMPLE ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-17T20:36:33.387"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-17T21:56:09.263"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME ABOUT CONTACT NUMBER OF RAJFED ?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-18T08:16:35.153"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME SUBSIDY ON GREEN HOUSE","NA","RAJASTHAN","CHITTAURGARH","BHAINSRORGARH","2019-05-18T11:10:50.15"
"NA","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Disease Management","TELL ME ABOUT OF DISEASE MANAGMENT ","NA","RAJASTHAN","CHITTAURGARH","CHHOTI SADRI","2019-05-18T11:35:37.797"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-18T12:52:02.483"
"NA","AGRICULTURE","Others","Others","Market Information","TELL ME ABOUT MANDI RATE ?","NA","RAJASTHAN","CHITTAURGARH","CHHOTI SADRI","2019-05-18T13:00:57.24"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-18T14:28:19.74"
"NA","AGRICULTURE","Others","Others","	Plant Protection	","TELL ME SOIL TREATMENT FOR CONTROL OF WILT DISEASE ?","NA","RAJASTHAN","CHITTAURGARH","RASHMI","2019-05-18T15:22:46.5"
"NA","AGRICULTURE","Others","Others","Weather","
TELL ME ABOUT SUBSIDY ON FARM POND ?","NA","RAJASTHAN","CHITTAURGARH","DUNGLA","2019-05-18T15:44:53.24"
"NA","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Varieties","TELL ME  VARIETY OF COTTON
","NA","RAJASTHAN","CHITTAURGARH","0   ","2019-05-18T15:48:43.31"
"NA","HORTICULTURE","Fruits","Musk Melon","	Plant Protection	","TELL ME INSECT CONTROL IN MUSKMELON ?
","NA","RAJASTHAN","CHITTAURGARH","CHHOTI SADRI","2019-05-18T15:55:15.077"
"NA","HORTICULTURE","Vegetables","Onion","Nutrient Management","TELL ME NUTRIENT MANAGEMENT IN ONION ?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-18T17:34:51.577"
"NA","AGRICULTURE","Pulses","Green Gram (Moong Bean/ Moong)","	Plant Protection	","TELL  ME  ABOUT  INSECT  CONTROL IN   MOONG  ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-18T18:09:38.007"
"NA","HORTICULTURE","Vegetables","Tomato","Seeds and Planting Material","tell me about hybrid varieties of tomato  ?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-18T18:22:04.363"
"NA","HORTICULTURE","Fruits","Citrus","Government Schemes","TELL ME ABOUT SUBSIDY ON CITRUS  ORCHARD WITH DRIP SYSTEM ?","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-18T18:41:05.86"
"NA","AGRICULTURE","Oilseeds","Mustard","Market Information","TELL ME ABOUT Rajasthan State Co-operative Marketing Federation Ltd.?","NA","RAJASTHAN","CHITTAURGARH","NIMBAHERA","2019-05-18T19:10:53.39"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME ABOUT SUBSIDY ON TAR BAUNDING ?","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-18T19:33:07.483"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME ABOUT CONTACT NUMBER OF RAJFED ?","NA","RAJASTHAN","CHITTAURGARH","GANGRAR","2019-05-18T20:53:38.823"
"NA","AGRICULTURE","Others","Others","Market Information","TELL ME MARKET INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-19T08:38:33.5"
"NA","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN TOMATO   ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-19T08:53:15.36"
"NA","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","TELL ME ROOT ROT CONTROL IN TOMATO   ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-19T08:55:22.58"
"NA","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","TELL ME INSECT CONTROL IN TOMATO ?
","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-19T09:30:33.42"
"NA","HORTICULTURE","Vegetables","Tomato","Seeds and Planting Material","TELL  ME  VARIETY OF TOMATO  ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-19T09:42:44.92"
"NA","HORTICULTURE","Vegetables","Chillies","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  IN CHILLI  ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-19T10:05:06.187"
"NA","HORTICULTURE","Vegetables","Chillies","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN CHIILI  ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-19T10:05:40.243"
"NA","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Varieties","TELL ME VARIETY OF BT COTTON  ?","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-19T10:33:20.817"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-19T11:11:29.22"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME ABOUT SUBSIDY ON TAR BAUNDING ?","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-19T11:19:28.147"
"NA","AGRICULTURE","Others","Others","Cultural Practices","TELL ME IRON ANGLE SPECING IN TABULATION ?","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-19T11:28:06.57"
"NA","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Dairy Production","TELL ME ABOUT SUBSIDY ON DAIRY MILCH  ANIMALS  BY NABARD BANK
","NA","RAJASTHAN","CHITTAURGARH","BHAINSRORGARH","2019-05-19T11:55:37.02"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-19T12:05:04.027"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME ABOUT RAJFED TOLL FREE NUMBER?","NA","RAJASTHAN","CHITTAURGARH","DUNGLA","2019-05-19T16:52:34.78"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-19T18:06:08.427"
"NA","HORTICULTURE","Fruits","Citrus","	Plant Protection	","TELL ME INSECT CONTROL IN 
","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-20T08:28:14.667"
"NA","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Varieties","TELL ME  VARIETY OF COTTON
","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-20T09:41:42.9"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-20T09:54:30.613"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME ABOUT RAJFED TOLL FREE NUMBER?","NA","RAJASTHAN","CHITTAURGARH","NIMBAHERA","2019-05-20T11:23:05.73"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-20T12:16:15.153"
"NA","HORTICULTURE","Vegetables","Bhindi(Okra/Ladysfinger)","	Plant Protection	","TELL ME ABOUT DISEASE CONTROL IN BHINDI?","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-20T12:39:49.903"
"NA","AGRICULTURE","Sugar and Starch Crops","Sugarcane (Noble Cane)","	Plant Protection	","TELL ME VARIETY OF SUGARCANE","NA","RAJASTHAN","CHITTAURGARH","CHITTAURGARH","2019-05-20T12:44:03.047"
"NA","AGRICULTURE","Others","Others","Market Information","TELL ME ABOUT MARKET INFORMATION  ?Information about Ajola cultivation","NA","RAJASTHAN","CHITTAURGARH","BHAINSRORGARH","2019-05-20T15:57:24.993"
"NA","AGRICULTURE","Others","Others","Weather","BLANK CALL","NA","RAJASTHAN","CHITTAURGARH","BARI SADRI","2019-05-20T19:25:15.25"
"NA","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","TELL ME CONTROL OF SUCKING PEST IN BRINJAL  ?
","NA","RAJASTHAN","CHITTAURGARH","NIMBAHERA","2019-05-21T08:57:50.11"
"NA","HORTICULTURE","Fruits","Papaya","Seeds and Planting Material","TELL ME VARIETY OF PAPAYA
","NA","RAJASTHAN","CHITTAURGARH","ARNOD","2019-05-21T11:06:40.01"
"NA","AGRICULTURE","Others","Others","Weather","FARMER NOT ANSWER","NA","RAJASTHAN","CHITTAURGARH","BARI SADRI","2019-05-21T11:42:41.817"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","BARI SADRI","2019-05-21T13:06:41.857"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NA","RAJASTHAN","CHITTAURGARH","BHAINSRORGARH","2019-05-21T13:46:38.197"
"NA","AGRICULTURE","Oilseeds","Soybean (bhat)","Varieties","TELL ME VARIETY OF SOYABEAN ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-21T14:13:46.497"
"NA","AGRICULTURE","Millets","Maize (Makka)","Varieties","TELL ME VARIETY OF MAIZE ?","NA","RAJASTHAN","CHITTAURGARH","BEGUN","2019-05-21T14:15:06.04"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL  ME  SUBSIDY ON MINI SPRINKLER  ?","NA","RAJASTHAN","CHITTAURGARH","DUNGLA","2019-05-21T15:25:08.77"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME SUBSIDY ON MINI SPRINKLER","NA","RAJASTHAN","CHITTAURGARH","DUNGLA","2019-05-21T15:51:38.233"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NA","RAJASTHAN","CHITTAURGARH","BARI SADRI","2019-05-21T16:09:47.953"
"NA","HORTICULTURE","Vegetables","Chillies","	Plant Protection	","TELL ME DISEASE CONTROL IN CHILLIES ?
","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-21T17:31:50.98"
"NA","HORTICULTURE","Vegetables","Cucumber","Organic Farming","TELL ME What compost immediately after planting cucumber seed crop","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-21T17:58:21.923"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME SUBSIDY ON FARM POND","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-21T18:04:19.497"
"NA","HORTICULTURE","Vegetables","Pumpkin","Water Management, Micro Irrigation","TELL ME ABOUT IRRIGATION IN PUMPKIN ?","NA","RAJASTHAN","CHITTAURGARH","BHADESAR","2019-05-21T18:04:33.1"
"NA","AGRICULTURE","Others","Others","Soil Testing","TELL ME ABOUT TAKING SOIL SAMPLE ?
","NA","RAJASTHAN","CHITTAURGARH","KAPASAN","2019-05-21T20:17:41.77"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NA","RAJASTHAN","CHITTAURGARH","DUNGLA","2019-05-21T20:43:57.81"
"NA","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Varieties","TELL ME  VARIETY OF COTTON ?
","NA","RAJASTHAN","CHITTAURGARH","DUNGLA","2019-05-21T21:14:38.587"
